,date,time,currency,impact,event,actual,forecast,previous
3241,2022-04-22,21:45,USD,medium,Flash Manufacturing PMI,59.7,58.1,58.8
3242,2022-04-22,21:00,EUR,medium,ECB President Lagarde Speaks,,,
3243,2022-04-22, ,CAD,low,RMPI m/m,11.8%,7.1%,6.4%
3244,2022-04-22,1:00,EUR,medium,ECB President Lagarde Speaks,,,
3245,2022-04-22, ,CAD,medium,Retail Sales m/m,0.1%,-0.4%,3.3%
3246,2022-04-22,14:00,GBP,medium,Retail Sales m/m,-1.4%,-0.3%,-0.5%
3247,2022-04-22,20:30,CAD,medium,Core Retail Sales m/m,2.1%,0.4%,2.9%
3248,2022-04-22,15:15,EUR,medium,French Flash Services PMI,58.8,56.4,57.4
3249,2022-04-22, ,EUR,low,French Flash Manufacturing PMI,55.4,53.7,54.7
3250,2022-04-22,15:30,EUR,high,German Flash Manufacturing PMI,54.1,54.6,56.9
3251,2022-04-22, ,EUR,high,German Flash Services PMI,57.9,55.4,56.1
3252,2022-04-22,16:00,EUR,low,Current Account,20.8B,22.8B,21.6B
3253,2022-04-22,18:00,EUR,low,German Buba Monthly Report,,,
3254,2022-04-22, ,GBP,medium,Flash Services PMI,58.3,59.9,62.6
3255,2022-04-22,16:30,GBP,medium,Flash Manufacturing PMI,55.3,53.9,55.2
3256,2022-04-22, ,EUR,low,Flash Services PMI,57.7,55.0,55.6
3257,2022-04-22, ,EUR,low,Flash Manufacturing PMI,55.3,54.9,56.5
3258,2022-04-21,17:00,EUR,low,Final CPI y/y,7.4%,7.5%,7.5%
3259,2022-04-21,16:40,EUR,low,Spanish 10-y Bond Auction,1.74|1.3,,1.60|2.3
3260,2022-04-21,2:00,USD,low,Beige Book,,,
3261,2022-04-21,6:45,NZD,high,CPI q/q,1.8%,2.0%,1.4%
3262,2022-04-21, ,EUR,low,Final Core CPI y/y,2.9%,3.0%,3.0%
3263,2022-04-21, ,USD,high,Fed Chair Powell Speaks,,,
3264,2022-04-21, ,AUD,low,Flash Services PMI,56.6,,55.6
3265,2022-04-21,23:00,USD,medium,Fed Chair Powell Speaks,,,
3266,2022-04-21,22:30,USD,low,Natural Gas Storage,53B,40B,15B
3267,2022-04-21,Day 4,All,low,IMF Meetings,,,
3268,2022-04-21,22:00,USD,low,CB Leading Index m/m,0.3%,0.3%,0.6%
3269,2022-04-21,21:46,EUR,low,Consumer Confidence,-17,-20,-19
3270,2022-04-21,21:00,GBP,low,MPC Member Mann Speaks,,,
3271,2022-04-21, ,USD,medium,Unemployment Claims,184K,177K,186K
3272,2022-04-21,20:30,USD,medium,Philly Fed Manufacturing Index,17.6,21.5,27.4
3273,2022-04-20,20:32,CAD,low,Core CPI m/m,1.0%,,0.8%
3274,2022-04-20,8:30,AUD,low,MI Leading Index m/m,0.3%,,0.4%
3275,2022-04-20,7:50,JPY,low,Trade Balance,-0.90T,-0.58T,-1.07T
3276,2022-04-20,12:30,CHF,medium,SNB Chairman Jordan Speaks,,,
3277,2022-04-20,All Day,All,low,G7 Meetings,,,
3278,2022-04-20,All Day,All,medium,G20 Meetings,,,
3279,2022-04-20,22:30,USD,low,Crude Oil Inventories,-8.0M,3.0M,9.4M
3280,2022-04-20,22:00,USD,medium,Existing Home Sales,5.77M,5.78M,5.93M
3281,2022-04-20,Day 3,All,low,IMF Meetings,,,
3282,2022-04-20, ,EUR,low,German Buba President Nagel Speaks,,,
3283,2022-04-20,24:30,JPY,low,Tertiary Industry Activity m/m,-1.3%,0.3%,-0.2%
3284,2022-04-20, ,CAD,medium,Trimmed CPI y/y,4.7%,4.3%,4.4%
3285,2022-04-20, ,CAD,medium,Median CPI y/y,3.8%,3.5%,3.5%
3286,2022-04-20, ,CAD,medium,Common CPI y/y,2.8%,2.7%,2.7%
3287,2022-04-20,20:30,CAD,high,CPI m/m,1.4%,0.9%,1.0%
3288,2022-04-20, ,EUR,low,Trade Balance,-9.4B,-6.5B,-7.7B
3289,2022-04-20, ,CAD,low,NHPI m/m,1.2%,0.7%,1.1%
3290,2022-04-20,14:00,EUR,low,German PPI m/m,4.9%,2.7%,1.4%
3291,2022-04-20,16:00,EUR,low,Italian Trade Balance,-1.66B,-4.23B,-5.13B
3292,2022-04-20,17:00,EUR,low,Industrial Production m/m,0.7%,0.8%,-0.7%
3293,2022-04-19,22:39,NZD,low,GDT Price Index,-3.6%,,-1.0%
3294,2022-04-19,6:30,NZD,low,BusinessNZ Services Index,51.6,,48.9
3295,2022-04-19,9:30,AUD,medium,Monetary Policy Meeting Minutes,,,
3296,2022-04-19, ,USD,low,Housing Starts,1.79M,1.74M,1.79M
3297,2022-04-19,22:30,AUD,low,CB Leading Index m/m,0.6%,,-0.3%
3298,2022-04-19,Day 2,All,low,IMF Meetings,,,
3299,2022-04-19, ,USD,low,Building Permits,1.87M,1.83M,1.87M
3300,2022-04-19,20:30,CAD,low,Foreign Securities Purchases,7.44B,15.23B,13.49B
3301,2022-04-19,20:13,CAD,low,Housing Starts,246K,249K,250K
3302,2022-04-19,24:30,JPY,low,Revised Industrial Production m/m,2.0%,0.1%,0.1%
3303,2022-04-19,4:00,NZD,high,RBNZ Gov Orr Speaks,,,
3304,2022-04-18,Day 1,All,low,IMF Meetings,,,
3305,2022-04-18,10:00,CNY,high,GDP q/y,4.8%,4.2%,4.0%
3306,2022-04-18, ,USD,medium,FOMC Member Bullard Speaks,,,
3307,2022-04-18,All Day,EUR,holiday,French Bank Holiday,,,
3308,2022-04-18,22:00,USD,low,NAHB Housing Market Index,77,77,79
3309,2022-04-18,All Day,EUR,holiday,Italian Bank Holiday,,,
3310,2022-04-18,All Day,EUR,holiday,German Bank Holiday,,,
3311,2022-04-18,All Day,GBP,holiday,Bank Holiday,,,
3312,2022-04-18,All Day,CHF,holiday,Bank Holiday,,,
3313,2022-04-17,All Day,NZD,holiday,Bank Holiday,,,
3314,2022-04-17,All Day,AUD,holiday,Bank Holiday,,,
3315,2022-04-17, ,CNY,medium,Retail Sales y/y,-3.5%,-3.0%,6.7%
3316,2022-04-17, ,CNY,low,Fixed Asset Investment ytd/y,9.3%,8.5%,12.2%
3317,2022-04-17, ,CNY,low,Industrial Production y/y,5.0%,4.0%,7.5%
3318,2022-04-17, ,CNY,low,NBS Press Conference,,,
3319,2022-04-17, ,CNY,low,Unemployment Rate,5.8%,5.5%,5.5%
3320,2022-04-16,4:00,USD,low,TIC Long-Term Purchases,141.7B,103.5B,58.8B
3321,2022-04-15,21:15,USD,low,Capacity Utilization Rate,78.3%,77.8%,77.6%
3322,2022-04-15,3:50,USD,medium,FOMC Member Mester Speaks,,,
3323,2022-04-15, ,USD,low,Industrial Production m/m,0.9%,0.4%,0.5%
3324,2022-04-15,All Day,CAD,holiday,Bank Holiday,,,
3325,2022-04-15,All Day,EUR,holiday,German Bank Holiday,,,
3326,2022-04-15,All Day,GBP,holiday,Bank Holiday,,,
3327,2022-04-15,All Day,CHF,holiday,Bank Holiday,,,
3328,2022-04-15,14:45,EUR,low,French Final CPI m/m,1.4%,1.4%,1.4%
3329,2022-04-15,20:30,USD,medium,Empire State Manufacturing Index,24.6,0.9,-11.8
3330,2022-04-14, ,USD,low,Prelim UoM Inflation Expectations,5.4%,,5.4%
3331,2022-04-14,22:00,USD,medium,Prelim UoM Consumer Sentiment,65.7,59.1,59.4
3332,2022-04-14,9:30,AUD,high,Employment Change,17.9K,30.0K,77.4K
3333,2022-04-14,9:03,AUD,low,MI Inflation Expectations,5.2%,,4.9%
3334,2022-04-14,7:01,GBP,low,RICS House Price Balance,74%,75%,78%
3335,2022-04-14,6:30,NZD,low,BusinessNZ Manufacturing Index,53.8,,53.6
3336,2022-04-14,1:01,USD,medium,30-y Bond Auction,2.82|2.3,,2.38|2.5
3337,2022-04-14,All Day,AUD,holiday,Bank Holiday,,,
3338,2022-04-14,All Day,NZD,holiday,Bank Holiday,,,
3339,2022-04-14,22:30,USD,low,Natural Gas Storage,15B,15B,-33B
3340,2022-04-14, ,USD,low,Business Inventories m/m,1.5%,1.3%,1.3%
3341,2022-04-14, ,USD,low,Import Prices m/m,2.6%,2.3%,1.6%
3342,2022-04-14,21:30,GBP,low,CB Leading Index m/m,0.0%,,0.4%
3343,2022-04-14, ,USD,medium,Unemployment Claims,185K,172K,167K
3344,2022-04-14, ,USD,high,Retail Sales m/m,0.5%,0.6%,0.8%
3345,2022-04-14, ,USD,high,Core Retail Sales m/m,1.1%,1.0%,0.6%
3346,2022-04-14, ,EUR,high,ECB Press Conference,,,
3347,2022-04-14, ,CAD,low,Wholesale Sales m/m,-0.4%,1.0%,4.2%
3348,2022-04-14,20:30,CAD,low,Manufacturing Sales m/m,4.2%,3.6%,0.6%
3349,2022-04-14, ,EUR,high,Monetary Policy Statement,,,
3350,2022-04-14,19:45,EUR,high,Main Refinancing Rate,0.00%,0.00%,0.00%
3351,2022-04-14,16:30,GBP,low,BOE Credit Conditions Survey,,,
3352,2022-04-14,15:02,CNY,low,Foreign Direct Investment ytd/y,25.6%,,37.9%
3353,2022-04-14,14:30,CHF,low,PPI m/m,0.8%,1.1%,0.4%
3354,2022-04-13,12:10,USD,medium,FOMC Member Brainard Speaks,,,
3355,2022-04-13, ,AUD,high,Unemployment Rate,4.0%,3.9%,4.0%
3356,2022-04-13,22:30,USD,low,Crude Oil Inventories,9.4M,1.1M,2.4M
3357,2022-04-13,1:01,USD,medium,10-y Bond Auction,2.72|2.4,,1.92|2.5
3358,2022-04-13,2:00,USD,low,Federal Budget Balance,-192.7B,-191.5B,-216.6B
3359,2022-04-13,6:45,NZD,low,FPI m/m,0.7%,,-0.1%
3360,2022-04-13,7:50,JPY,low,Core Machinery Orders m/m,-9.8%,-1.5%,-2.0%
3361,2022-04-13,8:30,AUD,low,Westpac Consumer Sentiment,-0.9%,,-4.2%
3362,2022-04-13,10:00,NZD,high,Official Cash Rate,1.50%,1.25%,1.00%
3363,2022-04-13,23:00,CAD,high,BOC Press Conference,,,
3364,2022-04-13, ,CAD,high,BOC Rate Statement,,,
3365,2022-04-13, ,CAD,high,Overnight Rate,1.00%,1.00%,0.50%
3366,2022-04-13,24:08,CNY,low,Trade Balance,301B,140B,739B
3367,2022-04-13, ,GBP,low,RPI y/y,9.0%,8.8%,8.2%
3368,2022-04-13, ,GBP,low,PPI Output m/m,2.0%,1.2%,0.9%
3369,2022-04-13, ,GBP,low,PPI Input m/m,5.2%,2.0%,1.8%
3370,2022-04-13, ,GBP,low,Core CPI y/y,5.7%,5.3%,5.2%
3371,2022-04-13,14:00,GBP,high,CPI y/y,7.0%,6.7%,6.2%
3372,2022-04-13,24:43,CNY,low,USD-Denominated Trade Balance,47.4B,22.0B,116.0B
3373,2022-04-13,14:15,JPY,medium,BOJ Gov Kuroda Speaks,,,
3374,2022-04-13,16:00,EUR,low,Italian Industrial Production m/m,4.0%,0.9%,-3.4%
3375,2022-04-13,16:30,GBP,low,HPI y/y,10.9%,10.1%,10.2%
3376,2022-04-13,17:38,EUR,low,German 10-y Bond Auction,0.83|1.3,,0.38|1.3
3377,2022-04-13,20:30,USD,high,PPI m/m,1.4%,1.1%,0.8%
3378,2022-04-13, ,USD,medium,Core PPI m/m,1.0%,0.5%,0.2%
3379,2022-04-13,22:00,CAD,high,BOC Monetary Policy Report,,,
3380,2022-04-12,9:30,AUD,low,NAB Business Confidence,16,,13
3381,2022-04-12,22:00,USD,low,IBD/TIPP Economic Optimism,45.5,43.2,41.0
3382,2022-04-12,6:45,NZD,low,Visitor Arrivals m/m,29.8%,,-34.5%
3383,2022-04-12, ,NZD,high,RBNZ Rate Statement,,,
3384,2022-04-12, ,JPY,low,M2 Money Stock y/y,3.5%,3.6%,3.6%
3385,2022-04-12,6:04,NZD,low,NZIER Business Confidence,-40,,-28
3386,2022-04-12,20:30,USD,high,CPI m/m,1.2%,1.2%,0.8%
3387,2022-04-12, ,USD,high,Core CPI m/m,0.3%,0.5%,0.5%
3388,2022-04-12, ,USD,high,CPI y/y,8.5%,8.4%,7.9%
3389,2022-04-12,7:01,GBP,low,BRC Retail Sales Monitor y/y,-0.4%,2.6%,2.7%
3390,2022-04-12,18:00,USD,low,NFIB Small Business Index,93.2,95.0,95.7
3391,2022-04-12,17:02,GBP,low,10-y Bond Auction,1.93|2.6,,1.60|2.5
3392,2022-04-12, ,EUR,medium,German ZEW Economic Sentiment,-41.0,-48.4,-39.3
3393,2022-04-12,17:00,EUR,medium,ZEW Economic Sentiment,-43.0,-46.5,-38.7
3394,2022-04-12,14:45,EUR,low,French Trade Balance,-10.3B,-9.3B,-8.0B
3395,2022-04-12, ,GBP,low,Unemployment Rate,3.8%,3.8%,3.9%
3396,2022-04-12, ,GBP,low,Claimant Count Change,-46.9K,-41.1K,-58.0K
3397,2022-04-12, ,GBP,low,Average Earnings Index 3m/y,5.4%,5.4%,4.8%
3398,2022-04-12, ,EUR,low,German WPI m/m,6.9%,1.4%,1.7%
3399,2022-04-12,14:00,EUR,low,German Final CPI m/m,2.5%,2.5%,2.5%
3400,2022-04-12,7:50,JPY,low,Bank Lending y/y,0.5%,0.5%,0.3%
3401,2022-04-11,18:00,GBP,low,NIESR GDP Estimate,1.0%,,1.0%
3402,2022-04-11, ,JPY,low,PPI y/y,9.5%,9.2%,9.7%
3403,2022-04-11,9:30,CNY,low,CPI y/y,1.5%,1.3%,0.9%
3404,2022-04-11,21:30,USD,low,FOMC Member Bowman Speaks,,,
3405,2022-04-11,8:30,JPY,medium,BOJ Gov Kuroda Speaks,,,
3406,2022-04-11, ,CNY,low,New Loans,3130B,2750B,1230B
3407,2022-04-11, ,GBP,low,Manufacturing Production m/m,-0.4%,0.3%,0.9%
3408,2022-04-11, ,GBP,low,Industrial Production m/m,-0.6%,0.3%,0.7%
3409,2022-04-11, ,GBP,low,Index of Services 3m/3m,0.8%,0.7%,1.4%
3410,2022-04-11, ,GBP,low,Goods Trade Balance,-20.6B,-16.8B,-23.9B
3411,2022-04-11, ,GBP,low,GDP m/m,0.1%,0.2%,0.8%
3412,2022-04-11,13:59,JPY,low,Prelim Machine Tool Orders y/y,30.2%,,31.6%
3413,2022-04-11,14:00,GBP,low,Construction Output m/m,-0.1%,0.5%,1.6%
3414,2022-04-11,16:10,CNY,low,M2 Money Supply y/y,9.7%,9.2%,9.2%
3415,2022-04-10,All Day,EUR,high,French Presidential Election,,,
3416,2022-04-10, ,CNY,low,PPI y/y,8.3%,8.1%,8.8%
3417,2022-04-08,22:00,USD,low,Final Wholesale Inventories m/m,2.5%,2.1%,2.1%
3418,2022-04-08,3:00,USD,low,Consumer Credit m/m,41.8B,18.0B,8.9B
3419,2022-04-08,4:00,CAD,low,Annual Budget Release,,,
3420,2022-04-08,7:50,JPY,low,Current Account,0.52T,0.27T,0.18T
3421,2022-04-08,9:30,AUD,low,RBA Financial Stability Review,,,
3422,2022-04-08,16:00,EUR,low,Italian Retail Sales m/m,0.7%,0.5%,-0.6%
3423,2022-04-08, ,CAD,high,Unemployment Rate,5.3%,5.4%,5.5%
3424,2022-04-08,20:30,CAD,high,Employment Change,72.5K,77.5K,336.6K
3425,2022-04-08,14:00,JPY,low,Economy Watchers Sentiment,47.8,45.0,37.7
3426,2022-04-08,13:00,JPY,low,Consumer Confidence,32.8,36.9,35.3
3427,2022-04-07,11:35,JPY,low,30-y Bond Auction,0.99|3.0,,0.89|3.1
3428,2022-04-07,9:30,AUD,low,Trade Balance,7.46B,11.70B,11.79B
3429,2022-04-07,6:30,AUD,low,AIG Services Index,56.2,,60.0
3430,2022-04-07,2:00,USD,high,FOMC Meeting Minutes,,,
3431,2022-04-07,22:30,USD,medium,Treasury Sec Yellen Speaks,,,
3432,2022-04-07, ,USD,low,Natural Gas Storage,-33B,-28B,26B
3433,2022-04-07,21:00,USD,medium,FOMC Member Bullard Speaks,,,
3434,2022-04-07,15:00,CHF,low,Foreign Currency Reserves,911B,,938B
3435,2022-04-07,20:15,GBP,low,MPC Member Pill Speaks,,,
3436,2022-04-07,19:30,EUR,low,ECB Monetary Policy Meeting Accounts,,,
3437,2022-04-07,17:03,EUR,low,French 10-y Bond Auction,1.17|1.8,,0.52|1.7
3438,2022-04-07,17:00,EUR,low,Retail Sales m/m,0.3%,0.6%,0.2%
3439,2022-04-07,16:49,EUR,low,Spanish 10-y Bond Auction,1.60|2.3,,1.23|1.5
3440,2022-04-07,13:00,JPY,low,Leading Indicators,100.9%,100.9%,102.5%
3441,2022-04-07,13:45,CHF,low,Unemployment Rate,2.2%,2.2%,2.3%
3442,2022-04-07,14:00,EUR,low,German Industrial Production m/m,0.2%,0.1%,1.4%
3443,2022-04-07, ,GBP,low,Halifax HPI m/m,1.4%,0.9%,0.8%
3444,2022-04-07,20:30,USD,medium,Unemployment Claims,166K,201K,171K
3445,2022-04-06,22:30,USD,low,Crude Oil Inventories,2.4M,-2.9M,-3.4M
3446,2022-04-06,9:45,CNY,low,Caixin Services PMI,42.0,49.6,50.2
3447,2022-04-06, ,USD,medium,Treasury Sec Yellen Speaks,,,
3448,2022-04-06,2:00,USD,low,FOMC Member Williams Speaks,,,
3449,2022-04-06,22:00,CAD,medium,Ivey PMI,74.2,62.3,60.6
3450,2022-04-06,17:00,EUR,low,PPI m/m,1.1%,1.2%,5.1%
3451,2022-04-06,16:30,GBP,low,Construction PMI,59.1,58.0,59.1
3452,2022-04-06,14:05,AUD,low,RBA Deputy Gov Bullock Speaks,,,
3453,2022-04-06,14:00,EUR,low,German Factory Orders m/m,-2.2%,-0.2%,2.3%
3454,2022-04-06,9:08,NZD,low,ANZ Commodity Prices m/m,3.9%,,3.9%
3455,2022-04-05,22:00,USD,high,ISM Services PMI,58.3,58.6,56.5
3456,2022-04-05,22:05,USD,medium,FOMC Member Brainard Speaks,,,
3457,2022-04-05,22:45,NZD,low,GDT Price Index,-1.0%,,-0.9%
3458,2022-04-05, ,USD,low,Trade Balance,-89.2B,-88.5B,-89.2B
3459,2022-04-05,6:30,AUD,low,AIG Construction Index,56.5,,53.4
3460,2022-04-05,7:30,JPY,low,Average Cash Earnings y/y,1.2%,0.6%,1.1%
3461,2022-04-05,11:35,JPY,low,10-y Bond Auction,0.20|3.6,,0.18|3.2
3462,2022-04-05,21:45,USD,low,Final Services PMI,58.0,58.9,58.9
3463,2022-04-05,15:45,EUR,low,Italian Services PMI,52.1,51.6,52.8
3464,2022-04-05,20:30,CAD,low,Trade Balance,2.7B,2.9B,3.1B
3465,2022-04-05,15:50,EUR,low,French Final Services PMI,57.4,57.4,57.4
3466,2022-04-05,24:30,AUD,high,Cash Rate,0.10%,0.10%,0.10%
3467,2022-04-05,All Day,EUR,low,ECOFIN Meetings,,,
3468,2022-04-05,14:45,EUR,low,French Industrial Production m/m,-0.9%,-0.4%,1.8%
3469,2022-04-05,15:15,EUR,low,Spanish Services PMI,53.4,54.2,56.6
3470,2022-04-05, ,AUD,high,RBA Rate Statement,,,
3471,2022-04-05,16:30,GBP,low,Final Services PMI,62.6,60.9,61.0
3472,2022-04-05,15:55,EUR,low,German Final Services PMI,56.1,55.0,55.0
3473,2022-04-05, ,GBP,low,Housing Equity Withdrawal q/q,-12.1B,1.4B,-6.7B
3474,2022-04-05,16:00,EUR,low,Final Services PMI,55.6,54.8,54.8
3475,2022-04-04,9:30,AUD,low,ANZ Job Advertisements m/m,0.4%,,10.9%
3476,2022-04-04,14:00,EUR,low,German Trade Balance,11.5B,11.3B,8.8B
3477,2022-04-04,7:50,JPY,low,Monetary Base y/y,7.9%,8.0%,7.6%
3478,2022-04-04,All Day,CNY,holiday,Bank Holiday,,,
3479,2022-04-04, ,JPY,low,Household Spending y/y,1.1%,2.8%,6.9%
3480,2022-04-04,9:00,AUD,low,MI Inflation Gauge m/m,0.8%,,0.5%
3481,2022-04-04,22:30,CAD,medium,BOC Business Outlook Survey,,,
3482,2022-04-04,22:00,GBP,low,MPC Member Cunliffe Speaks,,,
3483,2022-04-04,20:30,CAD,low,Building Permits m/m,21.0%,6.9%,-8.2%
3484,2022-04-04,15:00,EUR,medium,Spanish Unemployment Change,-2.9K,15.3K,-11.4K
3485,2022-04-04,All Day,EUR,low,Eurogroup Meetings,,,
3486,2022-04-04,17:05,GBP,medium,BOE Gov Bailey Speaks,,,
3487,2022-04-04,16:30,EUR,low,Sentix Investor Confidence,-18.0,-9.3,-7.0
3488,2022-04-04, ,USD,low,Factory Orders m/m,-0.5%,-0.5%,1.5%
3489,2022-04-03,1:00,USD,low,FOMC Member Williams Speaks,,,
3490,2022-04-03,All Day,CNY,holiday,Bank Holiday,,,
3491,2022-04-03,12:00,AUD,holiday,Daylight Saving Time Shift,,,
3492,2022-04-02,22:00,NZD,holiday,Daylight Saving Time Shift,,,
3493,2022-04-01,21:45,USD,low,Final Manufacturing PMI,58.8,58.5,58.5
3494,2022-04-01,22:00,USD,high,ISM Manufacturing PMI,57.1,58.9,58.6
3495,2022-04-01,22:45,USD,low,President Biden Speaks,,,
3496,2022-04-01, ,USD,low,Construction Spending m/m,0.5%,1.0%,1.6%
3497,2022-04-01, ,USD,low,ISM Manufacturing Prices,87.1,79.9,75.6
3498,2022-04-01,All Day,USD,low,Wards Total Vehicle Sales,13.3M,13.4M,14.1M
3499,2022-04-01, ,USD,high,Unemployment Rate,3.6%,3.7%,3.8%
3500,2022-04-01,1:30,USD,low,President Biden Speaks,,,
3501,2022-04-01,5:30,AUD,low,AIG Manufacturing Index,55.7,,53.2
3502,2022-04-01,7:50,JPY,low,Tankan Manufacturing Index,14,12,18
3503,2022-04-01,8:30,JPY,low,Final Manufacturing PMI,54.1,53.2,53.2
3504,2022-04-01,9:45,CNY,low,Caixin Manufacturing PMI,48.1,50.0,50.4
3505,2022-04-01,21:30,CAD,low,Manufacturing PMI,58.9,,56.6
3506,2022-04-01,14:45,EUR,low,French Gov Budget Balance,-37.6B,,-15.9B
3507,2022-04-01, ,USD,high,Non-Farm Employment Change,431K,492K,750K
3508,2022-04-01,15:50,EUR,low,French Final Manufacturing PMI,54.7,54.8,54.8
3509,2022-04-01,15:45,EUR,low,Italian Manufacturing PMI,55.8,57.0,58.3
3510,2022-04-01,15:30,CHF,low,Manufacturing PMI,64.0,61.0,62.6
3511,2022-04-01,15:15,EUR,low,Spanish Manufacturing PMI,54.2,55.8,56.9
3512,2022-04-01,13:30,AUD,low,Commodity Prices y/y,40.9%,,34.0%
3513,2022-04-01,20:30,USD,high,Average Hourly Earnings m/m,0.4%,0.4%,0.1%
3514,2022-04-01,14:30,CHF,low,CPI m/m,0.6%,0.5%,0.7%
3515,2022-04-01,15:55,EUR,low,German Final Manufacturing PMI,56.9,57.6,57.6
3516,2022-04-01,16:00,EUR,low,Final Manufacturing PMI,56.5,57.0,57.0
3517,2022-04-01,16:30,GBP,low,Final Manufacturing PMI,55.2,55.5,55.5
3518,2022-04-01,17:00,EUR,medium,CPI Flash Estimate y/y,7.5%,6.7%,5.9%
3519,2022-04-01, ,EUR,low,Core CPI Flash Estimate y/y,3.0%,3.1%,2.7%
3520,2022-03-31,8:30,AUD,low,Building Approvals m/m,43.5%,4.8%,-27.1%
3521,2022-03-31,9:30,CNY,low,Manufacturing PMI,49.5,49.7,50.2
3522,2022-03-31,1:00,USD,medium,FOMC Member George Speaks,,,
3523,2022-03-31, ,JPY,low,Tankan Non-Manufacturing Index,9,5,9
3524,2022-03-31,22:30,USD,low,Natural Gas Storage,26B,23B,-51B
3525,2022-03-31,22:00,CHF,medium,Gov Board Member Maechler Speaks,,,
3526,2022-03-31,21:45,USD,medium,Chicago PMI,62.9,56.9,56.3
3527,2022-03-31,21:00,USD,low,FOMC Member Williams Speaks,,,
3528,2022-03-31, ,USD,low,Personal Spending m/m,0.2%,0.5%,2.7%
3529,2022-03-31, ,USD,low,Personal Income m/m,0.5%,0.5%,0.1%
3530,2022-03-31, ,USD,medium,Unemployment Claims,202K,195K,188K
3531,2022-03-31, ,USD,high,Core PCE Price Index m/m,0.4%,0.4%,0.5%
3532,2022-03-31,20:30,CAD,high,GDP m/m,0.2%,0.2%,0.1%
3533,2022-03-31,14:30,CHF,low,Retail Sales y/y,12.8%,5.3%,5.7%
3534,2022-03-31,13:00,JPY,low,Housing Starts y/y,6.3%,1.3%,2.1%
3535,2022-03-31,14:00,EUR,low,German Retail Sales m/m,0.3%,0.5%,1.4%
3536,2022-03-31, ,GBP,low,Current Account,-7.3B,-18.5B,-28.9B
3537,2022-03-31,19:30,USD,low,Challenger Job Cuts y/y,-30.1%,,-55.9%
3538,2022-03-31, ,GBP,low,Nationwide HPI m/m,1.1%,0.5%,1.7%
3539,2022-03-31, ,GBP,low,Revised Business Investment q/q,1.0%,0.9%,0.9%
3540,2022-03-31, ,GBP,low,Final GDP q/q,1.3%,1.0%,1.0%
3541,2022-03-31,14:45,EUR,low,French Consumer Spending m/m,0.8%,1.2%,-2.0%
3542,2022-03-31, ,EUR,low,French Prelim CPI m/m,1.4%,1.3%,0.7%
3543,2022-03-31,15:55,EUR,low,German Unemployment Change,-18K,-19K,-33K
3544,2022-03-31,16:00,EUR,low,Italian Monthly Unemployment Rate,8.5%,8.7%,8.6%
3545,2022-03-31,17:00,EUR,low,Italian Prelim CPI m/m,1.2%,0.9%,0.9%
3546,2022-03-31, ,EUR,low,Unemployment Rate,6.8%,6.7%,6.9%
3547,2022-03-31,All Day,All,medium,OPEC-JMMC Meetings,,,
3548,2022-03-31,7:50,JPY,low,Prelim Industrial Production m/m,0.1%,0.5%,-0.8%
3549,2022-03-30,8:00,NZD,medium,ANZ Business Confidence,-41.9,,-51.8
3550,2022-03-30,7:50,JPY,low,Retail Sales y/y,-0.8%,-0.3%,1.1%
3551,2022-03-30,7:01,GBP,low,BRC Shop Price Index y/y,2.1%,,1.8%
3552,2022-03-30,5:45,NZD,low,Building Consents m/m,10.5%,,-8.7%
3553,2022-03-30,12:30,CHF,medium,Gov Board Member Zurbrugg Speaks,,,
3554,2022-03-30, ,CNY,low,Non-Manufacturing PMI,48.4,50.3,51.6
3555,2022-03-30, ,AUD,low,Private Sector Credit m/m,0.6%,0.6%,0.6%
3556,2022-03-30,All Day,EUR,low,German Prelim CPI m/m,2.5%,1.6%,0.9%
3557,2022-03-30,22:30,USD,medium,Crude Oil Inventories,-3.4M,-2.0M,-2.5M
3558,2022-03-30, ,USD,low,Final GDP Price Index q/q,7.1%,7.1%,7.1%
3559,2022-03-30,20:30,USD,medium,Final GDP q/q,6.9%,7.0%,7.0%
3560,2022-03-30,20:15,USD,high,ADP Non-Farm Employment Change,455K,455K,486K
3561,2022-03-30,17:13,EUR,low,Italian 10-y Bond Auction,2.14|1.3,,1.81|1.4
3562,2022-03-30,15:00,CHF,low,KOF Economic Barometer,99.7,101.4,105.3
3563,2022-03-30, ,EUR,low,Spanish Flash CPI y/y,9.8%,8.0%,7.6%
3564,2022-03-30,16:00,CHF,low,Credit Suisse Economic Expectations,-27.8,,9.0
3565,2022-03-30, ,EUR,medium,ECB President Lagarde Speaks,,,
3566,2022-03-30,16:10,GBP,medium,MPC Member Broadbent Speaks,,,
3567,2022-03-30,21:00,CHF,low,SNB Quarterly Bulletin,,,
3568,2022-03-29,22:00,USD,high,JOLTS Job Openings,11.27M,11.00M,11.28M
3569,2022-03-29,8:30,AUD,low,Retail Sales m/m,1.8%,0.9%,1.8%
3570,2022-03-29,7:30,JPY,low,Unemployment Rate,2.7%,2.8%,2.8%
3571,2022-03-29, ,USD,medium,CB Consumer Confidence,107.2,106.9,105.7
3572,2022-03-29,21:00,USD,low,FOMC Member Williams Speaks,,,
3573,2022-03-29, ,USD,low,S&P/CS Composite-20 HPI y/y,19.1%,18.6%,18.6%
3574,2022-03-29, ,USD,low,HPI m/m,1.6%,1.2%,1.3%
3575,2022-03-29,19:00,GBP,low,BOE Quarterly Bulletin,,,
