,date,time,currency,impact,event,actual,forecast,previous
1670,2023-01-04,14:45,EUR,Low,French Prelim CPI m/m,-0.1%,0.5%,0.3%
1671,2023-01-04,15:45,EUR,Low,Italian Services PMI,49.9,49.5,49.5
1672,2023-01-04,15:15,EUR,Low,Spanish Services PMI,51.6,50.8,51.2
1673,2023-01-04,7:01,GBP,Low,BRC Shop Price Index y/y,,,7.4%
1674,2023-01-04,14:30,CHF,High,CPI m/m,-0.2%,-0.1%,0.0%
1675,2023-01-04,14:00,EUR,Low,German Import Prices m/m,-4.5%,-1.7%,-1.2%
1676,2023-01-04,7:30,JPY,Low,Final Manufacturing PMI,,48.8,48.8
1677,2023-01-04,15:55,EUR,Low,German Final Services PMI,,49.0,49.0
1678,2023-01-04,15:50,EUR,Low,French Final Services PMI,49.5,48.1,48.1
1679,2023-01-04,16:30,GBP,Low,M4 Money Supply m/m,-1.6%,0.2%,0.1%
1680,2023-01-04,16:00,EUR,Low,Final Services PMI,49.8,49.1,49.1
1681,2023-01-04, ,GBP,Low,Mortgage Approvals,46K,54K,58K
1682,2023-01-04, ,GBP,Low,Net Lending to Individuals m/m,5.9B,4.5B,4.3B
1683,2023-01-04,22:00,USD,High,ISM Manufacturing PMI,,48.5,49.0
1684,2023-01-04, ,USD,High,JOLTS Job Openings,10.46M,10.04M,10.51M
1685,2023-01-04, ,USD,Low,ISM Manufacturing Prices,39.4,42.9,43.0
1686,2023-01-04,All Day,USD,Low,Wards Total Vehicle Sales,,13.4M,14.1M
1687,2023-01-03,15:00,EUR,Low,Spanish Unemployment Change,,-40.3K,-33.5K
1688,2023-01-03,All Day,NZD,Non-Economic,Bank Holiday,,,
1689,2023-01-03,All Day,JPY,Non-Economic,Bank Holiday,,,
1690,2023-01-03,8:45,CNY,Low,Caixin Manufacturing PMI,,49.2,49.4
1691,2023-01-03,12:30,AUD,Low,Commodity Prices y/y,,,19.6%
1692,2023-01-03,All Day,EUR,Low,German Prelim CPI m/m,-0.8%,-0.6%,-0.5%
1693,2023-01-03,15:30,CHF,Low,Manufacturing PMI,54.1,53.0,53.9
1694,2023-01-03,15:55,EUR,Low,German Unemployment Change,-13K,15K,15K
1695,2023-01-03,16:30,GBP,Low,Final Manufacturing PMI,45.3,44.7,44.7
1696,2023-01-03,21:30,CAD,Low,Manufacturing PMI,,,49.6
1697,2023-01-03,21:39,NZD,Low,GDT Price Index,,,-3.8%
1698,2023-01-03,21:45,USD,Low,Final Manufacturing PMI,,46.2,46.2
1699,2023-01-03,22:00,USD,Low,Construction Spending m/m,0.2%,-0.4%,-0.2%
1700,2023-01-02,15:15,EUR,Low,Spanish Manufacturing PMI,46.4,45.9,45.7
1701,2023-01-02,All Day,NZD,Non-Economic,Bank Holiday,,,
1702,2023-01-02,All Day,AUD,Non-Economic,Bank Holiday,,,
1703,2023-01-02,All Day,JPY,Non-Economic,Bank Holiday,,,
1704,2023-01-02,All Day,CNY,Non-Economic,Bank Holiday,,,
1705,2023-01-02,All Day,CHF,Non-Economic,Bank Holiday,,,
1706,2023-01-02,All Day,GBP,Non-Economic,Bank Holiday,,,
1707,2023-01-02,15:50,EUR,Low,French Final Manufacturing PMI,,48.9,48.9
1708,2023-01-02,15:45,EUR,Low,Italian Manufacturing PMI,,48.5,48.4
1709,2023-01-02,15:55,EUR,Low,German Final Manufacturing PMI,,47.4,47.4
1710,2023-01-02,16:00,EUR,Low,Final Manufacturing PMI,,47.8,47.8
1711,2023-01-02,All Day,CAD,Non-Economic,Bank Holiday,,,
1712,2023-01-02,All Day,USD,Non-Economic,Bank Holiday,,,
1713,2022-12-31, ,CNY,Low,Non-Manufacturing PMI,41.6,45.8,46.7
1714,2022-12-31,8:30,CNY,Low,Manufacturing PMI,47.0,48.0,48.0
1715,2022-12-30,15:00,CHF,Low,KOF Economic Barometer,92.2,90.9,89.2
1716,2022-12-30,14:00,GBP,Low,Nationwide HPI m/m,-0.1%,-0.7%,-1.4%
1717,2022-12-30,11:00,USD,Low,Crude Oil Inventories,0.7M,-1.2M,-5.9M
1718,2022-12-30, ,EUR,Low,Spanish Flash CPI y/y,5.8%,6.1%,6.8%
1719,2022-12-30,21:45,USD,Medium,Chicago PMI,44.9,40.1,37.2
1720,2022-12-29,22:30,USD,Low,Natural Gas Storage,-213B,-198B,-87B
1721,2022-12-29,20:30,USD,Medium,Unemployment Claims,,225K,216K
1722,2022-12-29, ,EUR,Low,Private Loans y/y,4.1%,4.3%,4.2%
1723,2022-12-29,16:00,EUR,Low,M3 Money Supply y/y,4.8%,5.0%,5.1%
1724,2022-12-28,16:00,CHF,Low,Credit Suisse Economic Expectations,,,-57.5
1725,2022-12-28,6:50,JPY,Low,BOJ Summary of Opinions,,,
1726,2022-12-28, ,JPY,Low,Prelim Industrial Production m/m,-0.1%,-0.2%,-3.2%
1727,2022-12-28,21:59,USD,Low,Richmond Manufacturing Index,1,-10,-9
1728,2022-12-28,22:00,USD,Low,Pending Home Sales m/m,-4.0%,-0.9%,-4.7%
1729,2022-12-27,12:02,JPY,Low,BOJ Core CPI y/y,2.9%,2.8%,2.7%
1730,2022-12-27,All Day,AUD,Non-Economic,Bank Holiday,,,
1731,2022-12-27,6:30,JPY,Low,Unemployment Rate,2.5%,2.6%,2.6%
1732,2022-12-27,All Day,NZD,Non-Economic,Bank Holiday,,,
1733,2022-12-27,6:50,JPY,Low,Retail Sales y/y,2.6%,3.8%,4.4%
1734,2022-12-27,12:00,JPY,Low,Housing Starts y/y,-1.4%,1.3%,-1.8%
1735,2022-12-27, ,USD,Low,Prelim Wholesale Inventories m/m,1.0%,0.4%,0.5%
1736,2022-12-27,All Day,GBP,Non-Economic,Bank Holiday,,,
1737,2022-12-27,All Day,CAD,Non-Economic,Bank Holiday,,,
1738,2022-12-27,20:30,USD,Low,Goods Trade Balance,-83.3B,-96.2B,-98.8B
1739,2022-12-27,21:00,USD,Low,HPI m/m,0.0%,-0.9%,0.1%
1740,2022-12-27, ,USD,Low,S&P/CS Composite-20 HPI y/y,8.6%,8.0%,10.4%
1741,2022-12-26,All Day,CHF,Non-Economic,Bank Holiday,,,
1742,2022-12-26,All Day,NZD,Non-Economic,Bank Holiday,,,
1743,2022-12-26,All Day,AUD,Non-Economic,Bank Holiday,,,
1744,2022-12-26,6:50,JPY,Low,SPPI y/y,,1.7%,1.8%
1745,2022-12-26,23:22,JPY,Medium,BOJ Gov Kuroda Speaks,,,
1746,2022-12-26,All Day,EUR,Non-Economic,German Bank Holiday,,,
1747,2022-12-26,All Day,GBP,Non-Economic,Bank Holiday,,,
1748,2022-12-26,All Day,EUR,Non-Economic,Italian Bank Holiday,,,
1749,2022-12-26,All Day,CAD,Non-Economic,Bank Holiday,,,
1750,2022-12-26,All Day,USD,Non-Economic,Bank Holiday,,,
1751,2022-12-23, ,USD,Low,Core Durable Goods Orders m/m,0.2%,0.0%,0.1%
1752,2022-12-23,6:30,JPY,Low,National Core CPI y/y,,3.7%,3.6%
1753,2022-12-23,6:50,JPY,Low,Monetary Policy Meeting Minutes,,,
1754,2022-12-23,7:30,AUD,Low,Private Sector Credit m/m,,0.5%,0.5%
1755,2022-12-23,14:03,CNY,Low,Foreign Direct Investment ytd/y,,,14.4%
1756,2022-12-23,20:30,CAD,High,GDP m/m,,0.1%,0.2%
1757,2022-12-23, ,USD,High,Core PCE Price Index m/m,,0.2%,0.3%
1758,2022-12-23, ,USD,Low,Durable Goods Orders m/m,-2.1%,-0.9%,1.1%
1759,2022-12-23, ,USD,Low,Personal Income m/m,0.4%,0.3%,0.7%
1760,2022-12-23, ,USD,Low,Personal Spending m/m,0.1%,0.2%,0.9%
1761,2022-12-23,20:59,EUR,Low,Belgian NBB Business Climate,-13.6,-15.0,-16.6
1762,2022-12-23,22:00,USD,Low,New Home Sales,640K,600K,605K
1763,2022-12-23, ,USD,Low,Revised UoM Consumer Sentiment,59.7,59.1,59.1
1764,2022-12-23, ,USD,Low,Revised UoM Inflation Expectations,,,4.6%
1765,2022-12-23,22:30,AUD,Low,CB Leading Index m/m,,,-0.8%
1766,2022-12-22, ,USD,Medium,Unemployment Claims,216K,221K,214K
1767,2022-12-22,14:00,GBP,Low,Current Account,-19.4B,-20.0B,-35.1B
1768,2022-12-22, ,GBP,Low,Final GDP q/q,-0.3%,-0.2%,-0.2%
1769,2022-12-22, ,GBP,Low,Revised Business Investment q/q,-2.5%,-0.5%,-0.5%
1770,2022-12-22,20:30,USD,Medium,Final GDP q/q,3.2%,2.9%,2.9%
1771,2022-12-22,22:00,USD,Low,CB Leading Index m/m,-1.0%,-0.5%,-0.9%
1772,2022-12-22,22:30,USD,Low,Natural Gas Storage,-87B,-91B,-50B
1773,2022-12-22, ,USD,Low,Final GDP Price Index q/q,,4.3%,4.3%
1774,2022-12-21, ,CAD,Medium,Common CPI y/y,6.7%,6.1%,6.4%
1775,2022-12-21, ,CAD,High,Trimmed CPI y/y,,5.3%,5.3%
1776,2022-12-21,6:30,AUD,Low,MI Leading Index m/m,,,0.0%
1777,2022-12-21,9:00,NZD,Low,Credit Card Spending y/y,,,24.6%
1778,2022-12-21,14:00,EUR,Low,German GfK Consumer Climate,-37.8,-38.0,-40.1
1779,2022-12-21, ,GBP,Low,Public Sector Net Borrowing,21.2B,14.6B,13.4B
1780,2022-12-21,18:00,GBP,Low,CBI Realized Sales,11,-24,-19
1781,2022-12-21,20:30,CAD,High,CPI m/m,0.1%,0.0%,0.7%
1782,2022-12-21, ,CAD,High,Median CPI y/y,5.0%,4.9%,4.9%
1783,2022-12-21, ,USD,Low,Current Account,-217B,-222B,-239B
1784,2022-12-21,20:32,CAD,Low,Core CPI m/m,,,0.4%
1785,2022-12-21,21:00,CHF,Low,SNB Quarterly Bulletin,,,
1786,2022-12-21,21:16,CNY,Low,CB Leading Index m/m,,,-0.8%
1787,2022-12-21,22:00,USD,High,CB Consumer Confidence,108.3,101.0,101.4
1788,2022-12-21, ,USD,Low,Existing Home Sales,4.09M,4.20M,4.43M
1789,2022-12-21,22:30,USD,Low,Crude Oil Inventories,-5.9M,2.5M,10.2M
1790,2022-12-21,4:45,NZD,Low,Trade Balance,-1863M,-2062M,-2298M
1791,2022-12-20,13:30,JPY,High,BOJ Press Conference,,,
1792,2022-12-20,10:01,JPY,High,Monetary Policy Statement,,,
1793,2022-12-20, ,JPY,Low,BOJ Policy Rate,,-0.10%,-0.10%
1794,2022-12-20, ,EUR,Low,German PPI m/m,-3.9%,-1.7%,-4.2%
1795,2022-12-20,7:30,AUD,Medium,Monetary Policy Meeting Minutes,,,
1796,2022-12-20,7:00,NZD,Low,ANZ Business Confidence,,,-57.1
1797,2022-12-20,14:00,CHF,Low,Trade Balance,2.31B,3.27B,4.27B
1798,2022-12-20, ,USD,Low,Housing Starts,1.43M,1.40M,1.43M
1799,2022-12-20,16:00,EUR,Low,Current Account,-0.4B,-10.3B,-8.1B
1800,2022-12-20, ,CAD,Medium,Retail Sales m/m,1.4%,1.5%,-0.6%
1801,2022-12-20, ,USD,Low,Building Permits,1.34M,1.48M,1.51M
1802,2022-12-20,20:30,CAD,Medium,Core Retail Sales m/m,1.7%,1.3%,-0.8%
1803,2022-12-20,21:54,NZD,Low,GDT Price Index,,,0.6%
1804,2022-12-20,22:00,EUR,Low,Consumer Confidence,,-22,-24
1805,2022-12-19, ,GBP,Low,CBI Industrial Order Expectations,-6,-10,-5
1806,2022-12-19,3:00,NZD,Low,Westpac Consumer Sentiment,,,87.6
1807,2022-12-19,16:00,EUR,Medium,German ifo Business Climate,88.6,87.6,86.4
1808,2022-12-19,18:00,EUR,Low,German Buba Monthly Report,,,
1809,2022-12-19,4:30,NZD,Low,BusinessNZ Services Index,,,57.1
1810,2022-12-19,20:30,CAD,Low,IPPI m/m,-0.4%,2.2%,2.4%
1811,2022-12-19, ,CAD,Low,RMPI m/m,-0.8%,3.2%,1.3%
1812,2022-12-19,22:00,USD,Low,NAHB Housing Market Index,31,34,33
1813,2022-12-16, ,EUR,Low,Flash Services PMI,49.1,48.5,48.5
1814,2022-12-16,4:00,USD,Low,TIC Long-Term Purchases,67.8B,110.0B,117.7B
1815,2022-12-16,4:30,NZD,Low,BusinessNZ Manufacturing Index,,,49.1
1816,2022-12-16,5:00,AUD,Low,Flash Manufacturing PMI,,,51.3
1817,2022-12-16, ,AUD,Low,Flash Services PMI,,,47.6
1818,2022-12-16,7:01,GBP,Low,GfK Consumer Confidence,-42,-43,-44
1819,2022-12-16,7:30,JPY,Low,Flash Manufacturing PMI,,49.0,49.0
1820,2022-12-16,14:00,GBP,Medium,Retail Sales m/m,-0.4%,0.3%,0.9%
1821,2022-12-16,15:15,EUR,High,French Flash Services PMI,48.1,49.1,49.3
1822,2022-12-16, ,EUR,Medium,French Flash Manufacturing PMI,48.9,48.1,48.3
1823,2022-12-16,15:30,EUR,High,German Flash Manufacturing PMI,47.4,46.3,46.2
1824,2022-12-16,16:00,EUR,Low,Flash Manufacturing PMI,47.8,47.1,47.1
1825,2022-12-16, ,EUR,High,German Flash Services PMI,49.0,46.4,46.1
1826,2022-12-16, ,EUR,Low,Italian Trade Balance,-2.12B,-4.50B,-6.51B
1827,2022-12-16, ,EUR,Low,Trade Balance,-28.3B,-32.5B,-36.4B
1828,2022-12-16, ,USD,Medium,Flash Manufacturing PMI,46.2,47.7,47.7
1829,2022-12-16, ,CAD,Low,Wholesale Sales m/m,2.1%,1.4%,-0.2%
1830,2022-12-16, ,CAD,Low,NHPI m/m,-0.2%,-0.1%,-0.2%
1831,2022-12-16,20:30,CAD,Low,Foreign Securities Purchases,8.46B,3.45B,-22.50B
1832,2022-12-16,21:45,USD,High,Flash Services PMI,44.4,46.5,46.2
1833,2022-12-16, ,EUR,Low,Final Core CPI y/y,,5.0%,5.0%
1834,2022-12-16,17:00,EUR,Low,Final CPI y/y,10.1%,10.0%,10.0%
1835,2022-12-16, ,GBP,High,Flash Services PMI,50.0,48.5,48.8
1836,2022-12-16,16:30,GBP,High,Flash Manufacturing PMI,44.7,46.5,46.5
1837,2022-12-15, ,AUD,High,Unemployment Rate,,3.4%,3.4%
1838,2022-12-15,14:45,EUR,Low,French Final CPI m/m,0.3%,0.4%,0.4%
1839,2022-12-15,14:00,EUR,Low,German WPI m/m,-0.9%,0.2%,-0.6%
1840,2022-12-15,23:30,JPY,Low,Tertiary Industry Activity m/m,0.2%,0.7%,-0.2%
1841,2022-12-15,9:02,CNY,Low,Unemployment Rate,5.7%,5.6%,5.5%
1842,2022-12-15, ,CNY,Low,Retail Sales y/y,-5.9%,-3.9%,-0.5%
1843,2022-12-15, ,CNY,Low,NBS Press Conference,,,
1844,2022-12-15, ,CNY,Low,Industrial Production y/y,2.2%,3.4%,5.0%
1845,2022-12-15,9:00,CNY,Low,Fixed Asset Investment ytd/y,5.3%,5.6%,5.8%
1846,2022-12-15,2:30,USD,High,FOMC Press Conference,,,
1847,2022-12-15,7:30,AUD,High,Employment Change,64.0K,19.4K,43.1K
1848,2022-12-15,7:00,AUD,Low,MI Inflation Expectations,,,6.0%
1849,2022-12-15,6:50,JPY,Low,Trade Balance,-1.73T,-1.24T,-2.21T
1850,2022-12-15,4:45,NZD,High,GDP q/q,2.0%,0.8%,1.9%
1851,2022-12-15, ,CHF,High,SNB Policy Rate,,1.00%,0.50%
1852,2022-12-15, ,USD,High,Federal Funds Rate,,4.50%,4.00%
1853,2022-12-15, ,USD,High,FOMC Statement,,,
1854,2022-12-15,2:00,USD,High,FOMC Economic Projections,,,
1855,2022-12-15,15:30,CHF,High,SNB Monetary Policy Assessment,,,
1856,2022-12-15, ,GBP,High,Official Bank Rate,,3.50%,3.00%
1857,2022-12-15,16:00,CHF,High,SNB Press Conference,,,
1858,2022-12-15, ,USD,High,Retail Sales m/m,-0.6%,-0.2%,1.3%
1859,2022-12-15,19:00,GBP,High,MPC Official Bank Rate Votes,7-0-2,9-0-0,9-0-0
1860,2022-12-15,22:30,USD,Low,Natural Gas Storage,-50B,-39B,-21B
1861,2022-12-15,22:00,USD,Low,Business Inventories m/m,0.3%,0.4%,0.2%
1862,2022-12-15, ,USD,Low,Industrial Production m/m,-0.2%,0.1%,-0.1%
1863,2022-12-15,21:15,USD,Low,Capacity Utilization Rate,,79.8%,79.9%
1864,2022-12-15, ,USD,Medium,Unemployment Claims,211K,230K,231K
1865,2022-12-15, ,USD,Medium,Philly Fed Manufacturing Index,-13.8,-10.0,-19.4
1866,2022-12-15,20:45,EUR,High,ECB Press Conference,,,
1867,2022-12-15, ,USD,High,Empire State Manufacturing Index,-11.2,-1.1,4.5
1868,2022-12-15,20:30,USD,High,Core Retail Sales m/m,-0.2%,0.2%,1.2%
1869,2022-12-15, ,EUR,High,Monetary Policy Statement,,,
1870,2022-12-15, ,EUR,High,Main Refinancing Rate,,2.50%,2.00%
1871,2022-12-15,20:15,CAD,Low,Housing Starts,264K,260K,265K
1872,2022-12-15, ,GBP,Medium,BOE Inflation Letter,,,
1873,2022-12-15, ,GBP,High,Monetary Policy Summary,,,
1874,2022-12-14, ,GBP,Low,Core CPI y/y,6.3%,6.5%,6.5%
1875,2022-12-14,1:01,USD,Low,30-y Bond Auction,,,4.08|2.4
1876,2022-12-14,4:45,NZD,Low,Current Account,,-10.20B,-5.42B
1877,2022-12-14,5:30,AUD,High,RBA Gov Lowe Speaks,,,
1878,2022-12-14,6:50,JPY,Low,Core Machinery Orders m/m,5.4%,1.7%,-4.6%
1879,2022-12-14, ,JPY,Low,Tankan Manufacturing Index,7,6,8
1880,2022-12-14, ,JPY,Low,Tankan Non-Manufacturing Index,19,17,14
1881,2022-12-14,23:30,JPY,Low,Revised Industrial Production m/m,-3.2%,-2.6%,-2.6%
1882,2022-12-14,14:00,GBP,High,CPI y/y,10.7%,10.9%,11.1%
1883,2022-12-14,16:00,EUR,Low,Italian Quarterly Unemployment Rate,7.9%,8.0%,8.1%
1884,2022-12-14, ,GBP,Low,RPI y/y,14.0%,13.9%,14.2%
1885,2022-12-14,16:30,GBP,Low,HPI y/y,12.6%,11.2%,9.9%
1886,2022-12-14,17:00,EUR,Low,Industrial Production m/m,-2.0%,-1.4%,0.8%
1887,2022-12-14,20:30,CAD,Low,Manufacturing Sales m/m,2.8%,1.9%,0.1%
1888,2022-12-14, ,USD,Low,Import Prices m/m,,-0.5%,-0.4%
1889,2022-12-14,21:30,GBP,Low,CB Leading Index m/m,,,-1.0%
1890,2022-12-14,22:30,USD,Low,Crude Oil Inventories,10.2M,-3.4M,-5.2M
1891,2022-12-14,14:30,CHF,Low,PPI m/m,-0.5%,0.1%,0.0%
1892,2022-12-13,13:30,EUR,Low,French Final Private Payrolls q/q,0.6%,0.4%,0.5%
1893,2022-12-13, ,GBP,Low,Unemployment Rate,,3.7%,3.6%
1894,2022-12-13, ,GBP,Medium,Average Earnings Index 3m/y,,6.1%,6.0%
1895,2022-12-13, ,GBP,High,Claimant Count Change,30.5K,3.5K,-6.4K
1896,2022-12-13,14:00,EUR,Low,German Final CPI m/m,,-0.5%,-0.5%
1897,2022-12-13,1:01,USD,Low,10-y Bond Auction,,,4.14|2.2
1898,2022-12-13,3:25,CAD,High,BOC Gov Macklem Speaks,,,
1899,2022-12-13,7:24,AUD,Low,NAB Business Confidence,,,0
1900,2022-12-13,6:30,AUD,Low,Westpac Consumer Sentiment,,,-6.9%
1901,2022-12-13,4:45,NZD,Low,FPI m/m,,,0.8%
1902,2022-12-13,2:00,USD,Low,Federal Budget Balance,,-248.5B,-87.8B
1903,2022-12-13,16:00,EUR,Low,Italian Industrial Production m/m,-1.0%,-0.2%,-1.7%
1904,2022-12-13,15:00,CHF,Low,SECO Economic Forecasts,,,
1905,2022-12-13, ,GBP,Low,FPC Statement,,,
1906,2022-12-13,17:00,EUR,Medium,German ZEW Economic Sentiment,-23.3,-26.5,-36.7
1907,2022-12-13, ,USD,Low,NFIB Small Business Index,91.9,90.4,91.3
1908,2022-12-13, ,EUR,Low,ZEW Economic Sentiment,-23.6,-25.4,-38.7
1909,2022-12-13,22:00,USD,Low,IBD/TIPP Economic Optimism,42.9,41.3,40.4
1910,2022-12-13, ,USD,High,CPI y/y,7.1%,7.3%,7.7%
1911,2022-12-13,20:30,USD,High,CPI m/m,0.1%,0.3%,0.4%
1912,2022-12-13, ,USD,High,Core CPI m/m,0.2%,0.3%,0.3%
1913,2022-12-13,18:00,GBP,High,BOE Gov Bailey Speaks,,,
1914,2022-12-13, ,GBP,Low,FPC Meeting Minutes,,,
1915,2022-12-13,17:30,GBP,Low,BOE Financial Stability Report,,,
1916,2022-12-13,17:02,GBP,Low,10-y Bond Auction,,,3.71|2.2
1917,2022-12-12, ,GBP,Low,Goods Trade Balance,-14.5B,-15.4B,-15.7B
1918,2022-12-12,4:45,NZD,Low,Visitor Arrivals m/m,,,16.6%
1919,2022-12-12,6:50,JPY,Low,BSI Manufacturing Index,-3.6,2.3,1.7
1920,2022-12-12, ,JPY,Low,PPI y/y,9.3%,8.8%,9.4%
1921,2022-12-12,12:58,JPY,Low,Prelim Machine Tool Orders y/y,,,-5.5%
1922,2022-12-12,14:00,GBP,High,GDP m/m,0.5%,0.4%,-0.6%
1923,2022-12-12, ,GBP,Low,Construction Output m/m,0.8%,0.1%,0.4%
1924,2022-12-12,7:01,GBP,Low,Rightmove HPI m/m,,,-1.1%
1925,2022-12-12, ,GBP,Low,Index of Services 3m/3m,,-0.1%,0.0%
1926,2022-12-12, ,GBP,Low,Industrial Production m/m,0.0%,-0.1%,0.2%
1927,2022-12-12, ,GBP,Low,Manufacturing Production m/m,0.7%,-0.1%,0.0%
1928,2022-12-12,15:10,CNY,Low,M2 Money Supply y/y,12.4%,11.7%,11.8%
1929,2022-12-12, ,CNY,Low,New Loans,1210B,1410B,615B
1930,2022-12-12,19:13,GBP,Low,NIESR GDP Estimate,,,-0.3%
1931,2022-12-09,0:30,CAD,Low,Gov Council Member Kozicki Speaks,,,
1932,2022-12-09,4:45,NZD,Low,Manufacturing Sales q/q,,,-3.2%
1933,2022-12-09,6:50,JPY,Low,M2 Money Stock y/y,3.1%,3.0%,3.1%
1934,2022-12-09,8:30,CNY,Low,CPI y/y,,1.6%,2.1%
1935,2022-12-09, ,CNY,Low,PPI y/y,-1.3%,-1.5%,-1.3%
1936,2022-12-09,16:30,GBP,Low,Consumer Inflation Expectations,,,4.9%
1937,2022-12-09,20:30,CAD,Low,Capacity Utilization Rate,82.6%,82.2%,82.8%
1938,2022-12-09, ,USD,High,Core PPI m/m,0.4%,0.2%,0.1%
1939,2022-12-09, ,USD,High,PPI m/m,0.3%,0.2%,0.3%
1940,2022-12-09,22:00,USD,High,Prelim UoM Consumer Sentiment,59.1,56.9,56.8
1941,2022-12-09, ,USD,Medium,Prelim UoM Inflation Expectations,,,4.9%
1942,2022-12-09, ,USD,Low,Final Wholesale Inventories m/m,0.5%,0.8%,0.8%
1943,2022-12-08, ,AUD,Low,Trade Balance,12.22B,12.10B,12.44B
1944,2022-12-08,6:50,JPY,Low,Bank Lending y/y,2.7%,2.2%,2.6%
1945,2022-12-08, ,JPY,Low,Current Account,-0.61T,0.35T,0.67T
1946,2022-12-08, ,JPY,Low,Final GDP Price Index y/y,-0.3%,-0.5%,-0.5%
1947,2022-12-08, ,JPY,Low,Final GDP q/q,-0.2%,-0.3%,-0.3%
1948,2022-12-08,3:00,USD,Low,Consumer Credit m/m,27.1B,28.2B,25.8B
1949,2022-12-08,7:30,AUD,Low,RBA Bulletin,,,
1950,2022-12-08,7:01,GBP,Low,RICS House Price Balance,-25%,-10%,-2%
1951,2022-12-08,12:00,JPY,Low,Economy Watchers Sentiment,48.1,50.7,49.9
1952,2022-12-08,19:00,EUR,Medium,ECB President Lagarde Speaks,,,
1953,2022-12-08,20:30,USD,Medium,Unemployment Claims,,230K,226K
1954,2022-12-08,21:30,CHF,Medium,Gov Board Member Maechler Speaks,,,
1955,2022-12-08,22:30,USD,Low,Natural Gas Storage,-21B,-38B,-81B
1956,2022-12-08,All Day,EUR,Non-Economic,Italian Bank Holiday,,,
1957,2022-12-07,15:00,CHF,Low,Foreign Currency Reserves,,,817B
1958,2022-12-07,7:30,AUD,High,GDP q/q,0.6%,0.7%,0.9%
1959,2022-12-07,10:06,CNY,Low,Trade Balance,494B,486B,587B
1960,2022-12-07,10:10,CNY,Low,USD-Denominated Trade Balance,69.8B,78.1B,85.2B
1961,2022-12-07,12:00,JPY,Low,Leading Indicators,99.0%,98.4%,97.5%
1962,2022-12-07,13:45,CHF,Low,Unemployment Rate,2.0%,2.1%,2.1%
1963,2022-12-07,14:00,EUR,Low,German Industrial Production m/m,-0.1%,-0.6%,1.1%
1964,2022-12-07, ,GBP,Low,Halifax HPI m/m,-2.3%,-0.2%,-0.4%
1965,2022-12-07,14:45,EUR,Low,French Trade Balance,-12.2B,-15.9B,-17.2B
1966,2022-12-07,4:30,AUD,Low,AIG Services Index,,,47.7
1967,2022-12-07,16:00,EUR,Low,Italian Retail Sales m/m,-0.4%,-0.6%,0.5%
1968,2022-12-07, ,EUR,Low,Revised GDP q/q,0.3%,0.2%,0.2%
1969,2022-12-07,20:30,USD,Low,Revised Nonfarm Productivity q/q,0.8%,0.6%,0.3%
1970,2022-12-07, ,USD,Low,Revised Unit Labor Costs q/q,2.4%,3.1%,3.5%
1971,2022-12-07,22:00,CAD,High,BOC Rate Statement,,,
1972,2022-12-07, ,CAD,High,Overnight Rate,,4.25%,3.75%
1973,2022-12-07,22:30,USD,Low,Crude Oil Inventories,-5.2M,-3.5M,-12.6M
1974,2022-12-07,17:00,EUR,Low,Final Employment Change q/q,0.3%,0.2%,0.2%
1975,2022-12-06,14:00,EUR,Low,German Factory Orders m/m,0.8%,0.2%,-2.9%
1976,2022-12-06,6:30,JPY,Low,Average Cash Earnings y/y,1.8%,2.0%,2.2%
1977,2022-12-06, ,JPY,Low,Household Spending y/y,1.2%,0.9%,2.3%
1978,2022-12-06,7:01,GBP,Low,BRC Retail Sales Monitor y/y,,4.0%,1.2%
1979,2022-12-06,7:30,AUD,Low,Current Account,-2.3B,5.9B,14.7B
1980,2022-12-06,10:30,AUD,High,Cash Rate,,3.10%,2.85%
1981,2022-12-06, ,AUD,High,RBA Rate Statement,,,
1982,2022-12-06,10:35,JPY,Low,30-y Bond Auction,,,1.56|3.3
1983,2022-12-06,16:30,GBP,Low,Construction PMI,50.4,52.0,53.2
1984,2022-12-06,All Day,EUR,Low,ECOFIN Meetings,,,
1985,2022-12-06,20:30,CAD,Low,Trade Balance,,1.3B,0.6B
1986,2022-12-06, ,USD,Low,Trade Balance,-78.2B,-80.1B,-74.1B
1987,2022-12-06,21:54,NZD,Low,GDT Price Index,,,2.4%
1988,2022-12-06,22:00,CAD,Medium,Ivey PMI,51.4,51.0,50.1
1989,2022-12-05,15:55,EUR,Low,German Final Services PMI,,46.4,46.4
1990,2022-12-05,4:30,AUD,Low,AIG Construction Index,,,43.3
1991,2022-12-05,7:00,AUD,Low,MI Inflation Gauge m/m,,,0.4%
1992,2022-12-05, ,NZD,Low,ANZ Commodity Prices m/m,,,-3.4%
1993,2022-12-05,7:30,AUD,Low,Company Operating Profits q/q,-12.4%,-1.5%,7.8%
1994,2022-12-05,8:45,CNY,Low,Caixin Services PMI,46.7,48.0,48.4
1995,2022-12-05, ,EUR,Medium,ECB President Lagarde Speaks,,,
1996,2022-12-05,15:15,EUR,Low,Spanish Services PMI,51.2,50.6,49.7
1997,2022-12-05,15:45,EUR,Low,Italian Services PMI,49.5,47.6,46.4
1998,2022-12-05,15:50,EUR,Low,French Final Services PMI,,49.4,49.4
1999,2022-12-05,21:45,USD,Low,Final Services PMI,,46.1,46.1
2000,2022-12-05,16:00,EUR,Low,Final Services PMI,,48.6,48.6
